title,widest_opening,rating,budget,gross_adj,season
The Town (2010),2935,R,3.70E+07,105272271.3,Fall
Resident Evil: Afterlife (2010),3209,R,6.00E+07,68663926.45,Fall
The American (2010),2833,R,2.00E+07,40660766.51,Fall
Takers (2010),2206,PG-13,3.20E+07,65941689.13,Summer
The Expendables (2010),3398,R,8.00E+07,117699290.4,Summer
The Other Guys (2010),3651,PG-13,1.00E+08,136143473,Summer
Inception (2010),3792,PG-13,1.60E+08,334107923.6,Summer
Despicable Me (2010),NA,PG,6.90E+07,NA,Summer
The Twilight Saga: Eclipse (2010),4468,PG-13,6.80E+07,343192785.4,Summer
Toy Story 3 (2010),4028,G,2.00E+08,473915585.4,Summer
The Karate Kid (2010),NA,PG,4.00E+07,NA,Summer
Shrek Forever After (2010),NA,PG,1.65E+08,NA,Spring
Iron Man 2 (2010),4390,PG-13,2.00E+08,356783816.5,Spring
A Nightmare on Elm Street (2010) (2010),3332,R,3.50E+07,72028624.73,Spring
How to Train Your Dragon (2010),4060,PG,1.65E+08,248467286.6,Spring
Kick-Ass (2010),3065,R,3.00E+07,54895112.8,Spring
Clash of the Titans (2010) (2010),3802,PG-13,1.25E+08,186383541.3,Spring
Alice in Wonderland (2010) (2010),3739,PG,2.00E+08,381630152.2,Spring
Shutter Island (2010),3356,R,8.00E+07,146184605.2,Winter
Valentine's Day (2010),3665,PG-13,5.20E+07,126169295.6,Winter
Dear John (2010),3062,PG-13,2.50E+07,91373095.87,Winter
Mission: Impossible,NA,PG-13,1.45E+08,237916154.6,Winter
Sherlock Holmes: A Game of Shadows (2011),3703,PG-13,NA,212295617.4,Winter
New Year's Eve (2011),3505,PG-13,5.60E+07,61973163.73,Winter
The Twilight Saga: Breaking Dawn Part 1 (2011),4066,PG-13,1.10E+08,319596099.4,Fall
Immortals (2011),3120,R,7.50E+07,94876569.13,Fall
Puss in Boots (2011),3963,PG,1.30E+08,169588542.4,Fall
Paranormal Activity 3 (2011),3329,R,5.00E+06,118196664.7,Fall
Real Steel (2011),3440,PG-13,NA,97108607.45,Fall
Dolphin Tale (2011),3515,PG,3.70E+07,82131636.67,Fall
The Lion King (in 3D) (2011),2340,G,NA,480363408.7,Fall
Contagion (2011),3222,PG-13,6.00E+07,85962100.12,Fall
The Help (2011),3014,PG-13,2.50E+07,192820944.4,Summer
Rise of the Planet of the Apes (2011),3691,PG-13,9.30E+07,200833451.1,Summer
The Smurfs (2011),3427,PG,1.10E+08,162037019.4,Summer
Captain America: The First Avenger (2011),3715,PG-13,1.40E+08,200713378.3,Summer
Harry Potter and the Deathly Hallows Part 2 (2011),4375,PG-13,NA,433108492.4,Summer
Transformers: Dark of the Moon (2011),4088,PG-13,1.95E+08,400383202.1,Summer
Cars 2 (2011),4115,G,2.00E+08,217526618.9,Summer
Green Lantern (2011),3816,PG-13,2.00E+08,132481281.2,Summer
Super 8 (2011),3424,PG-13,5.00E+07,144301091.1,Summer
X-Men: First Class (2011),3692,PG-13,1.60E+08,166347897.6,Summer
The Hangover Part II (2011),3675,R,8.00E+07,289120225.5,Spring
Pirates of the Caribbean: On Stranger Tides (2011),4164,PG-13,2.50E+08,273903775,Spring
Thor (2011),3963,PG-13,1.50E+08,205685488.3,Spring
Fast Five (2011),3793,PG-13,1.25E+08,238415819.9,Spring
Rio (2011),3842,G,9.00E+07,163179631.7,Spring
Hop (2011),3616,PG,6.30E+07,122805624,Spring
Diary of a Wimpy Kid: Rodrick Rules (2011),3169,PG,2.10E+07,59875636.87,Spring
Limitless (2011),2838,PG-13,2.70E+07,90042571.19,Spring
Battle: Los Angeles (2011),3417,PG-13,7.00E+07,94931574.44,Spring
Rango (2011),3923,PG,1.35E+08,140294229.4,Spring
Hall Pass (2011),2950,R,3.60E+07,51197630.94,Winter
Unknown (2011),3043,PG-13,3.00E+07,72359954.22,Winter
Just Go With It (2011),3548,PG-13,8.00E+07,117059680,Winter
The Roommate (2011),2534,PG-13,1.60E+07,42380071.13,Winter
The Rite (2011),2985,PG-13,3.70E+07,37548445.56,Winter
No Strings Attached (2011),3050,R,2.50E+07,80285826.25,Winter
The Green Hornet (2011),3584,PG-13,1.20E+08,112233061.6,Winter
True Grit (2010),NA,PG-13,3.80E+07,NA,Winter
The Hobbit: An Unexpected Journey (2012),4100,PG-13,NA,342972631.6,Winter
Skyfall (2012),3526,PG-13,2.00E+08,344508303.5,Fall
The Twilight Saga: Breaking Dawn Part 2 (2012),4070,PG-13,1.20E+08,330885160.9,Fall
Wreck-It Ralph (2012),3752,PG,1.65E+08,214409576.6,Fall
Argo (2012),3247,R,44500000,153968565.6,Fall
G.I. Joe: Retaliation (2013),3734,PG-13,1.30E+08,135785088.6,Spring
The Croods (2013),4065,PG,1.35E+08,207427737.9,Spring
Oz The Great and Powerful (2013),3912,PG,2.15E+08,260338935.2,Spring
Jack the Giant Slayer (2013),3525,PG-13,1.95E+08,72243579.71,Spring
Identity Thief (2013),3230,R,3.50E+07,149066094.6,Winter
A Good Day to Die Hard (2013),3555,R,9.20E+07,74639148.09,Winter
Warm Bodies (2013),3009,PG-13,3.50E+07,73565776.71,Winter
Hansel and Gretel: Witch Hunters (2013),3375,R,5.00E+07,61732879.43,Winter
Mama (2013),2781,PG-13,1.50E+07,79381291.73,Winter
Zero Dark Thirty (2012),NA,R,4.00E+07,108347192.4,Winter
Django Unchained (2012),NA,R,1.00E+08,NA,Winter
The Hobbit: The Battle of the Five Armies (2014),3875,PG-13,NA,281349974.3,Winter
The Hunger Games: Mockingjay,4151,PG-13,1.25E+08,371798570.9,Fall
Dumb and Dumber To (2014),3188,PG-13,4.00E+07,95071501.85,Fall
Big Hero 6 (2014),3773,PG,1.65E+08,245407066.1,Fall
Nightcrawler (2014),2766,R,8500000,35710497.57,Fall
Ouija (2014),2899,PG-13,5.00E+06,56084779.69,Fall
Fury (2014) (2014),3313,R,6.80E+07,94641289.24,Fall
Gone Girl (2014),3284,R,6.10E+07,185016202.3,Fall
The Equalizer (2014),3236,R,5.50E+07,111969638.8,Fall
The Maze Runner (2014),3638,PG-13,3.40E+07,112959000.8,Fall
No Good Deed (2014) (2014),2175,PG-13,13200000,57945914.85,Fall
Guardians of the Galaxy (2014),4088,PG-13,1.70E+08,367432211.3,Summer
Teenage Mutant Ninja Turtles (2014) (2014),3980,PG-13,1.25E+08,210863504.7,Summer
Lucy (2014),3202,R,4.00E+07,139686540.5,Summer
Dawn of the Planet of the Apes (2014),3969,PG-13,1.70E+08,229987240.7,Summer
Transformers: Age of Extinction (2014),4233,PG-13,2.10E+08,270673938.2,Summer
22 Jump Street (2014),3426,R,5.00E+07,211430994.7,Summer
The Fault in our Stars (2014),3340,PG-13,1.20E+07,137711122.8,Summer
Maleficent (2014),3948,PG,1.80E+08,266231028.9,Spring
X-Men: Days of Future Past (2014),4001,PG-13,2.00E+08,257972218,Spring
Godzilla (2014) (2014),NA,PG-13,1.60E+08,NA,Spring
Neighbors (2014),3311,R,1.80E+07,165595859.7,Spring
The Amazing Spider-Man 2 (2014),4324,PG-13,NA,223710396.1,Spring
The Other Woman (2014) (2014),3306,PG-13,4.00E+07,92538537.2,Spring
Captain America: The Winter Soldier (2014),3938,PG-13,1.70E+08,286474518.2,Spring
Noah (2014),3571,PG-13,1.25E+08,111604944.5,Spring
Divergent (2014),3936,PG-13,8.50E+07,166467629.6,Spring
Mr. Peabody & Sherman (2014),3951,PG,1.45E+08,122970983.4,Spring
300: Rise of An Empire (2014),3490,R,1.10E+08,117538097.9,Spring
Non-Stop (2014),3183,PG-13,5.00E+07,101644931,Winter
The LEGO Movie (2014),3890,PG,6.00E+07,284262403.3,Winter
Ride Along (2014),2867,PG-13,2.50E+07,148811895,Winter
Lone Survivor (2013),NA,R,4.00E+07,138636084.3,Winter
Star Wars: The Force Awakens (2015),4134,PG-13,2.45E+08,1001106364,Winter
Spectre (2015),3929,PG-13,2.45E+08,213840121.8,Fall
The Martian (2015),NA,PG-13,1.08E+08,NA,Fall
Goosebumps (2015),3618,PG,5.80E+07,85590061.07,Fall
Hotel Transylvania 2 (2015),3768,PG,8.00E+07,181375799.7,Fall
Maze Runner: The Scorch Trials (2015),3792,PG-13,6.10E+07,87318113.87,Fall
The Perfect Guy (2015),2230,PG-13,1.20E+07,60951030.77,Fall
War Room (2015),NA,PG,3.00E+06,72454205.71,Summer
Straight Outta Compton (2015),3142,R,2.80E+07,172288498.6,Summer
Ant-Man (2015),3868,PG-13,1.30E+08,192600413.8,Summer
Minions (2015),4311,PG,7.40E+07,359166356.8,Summer
Inside Out (2015),4158,PG,1.75E+08,380986953.3,Summer
Jurassic World (2015),4291,PG-13,1.50E+08,697148082,Summer
Spy (2015),3715,R,6.50E+07,118450731.3,Summer
San Andreas (2015),NA,PG-13,1.10E+08,NA,Spring
Tomorrowland (2015),3972,PG,1.90E+08,99864918.29,Spring
Pitch Perfect 2 (2015),3660,PG-13,2.90E+07,196976160.4,Spring
Avengers: Age of Ultron (2015),4276,PG-13,2.50E+08,490586342.9,Spring
Furious 7 (2015),4022,PG-13,1.90E+08,377294573,Spring
Home (2015) (2015),3801,PG,1.35E+08,189602795.4,Spring
The Divergent Series: Insurgent (2015),3875,PG-13,1.10E+08,139135639.2,Spring
Cinderella (2015) (2015),3848,PG,9.50E+07,214990947.9,Spring
Chappie (2015),3201,R,4.90E+07,33741293.56,Spring
Focus (2015) (2015),3323,R,50100000,57568837.09,Winter
Fifty Shades of Grey (2015),3655,R,4.00E+07,177599850.8,Winter
The SpongeBob Movie: Sponge Out of Water (2015),3680,PG,7.40E+07,174208330.8,Winter
American Sniper (2014),NA,R,58800000,386124677.1,Winter
Taken 3 (2015),3594,PG-13,4.80E+07,95397435.38,Winter
Rogue One: A Star Wars Story (2016),4157,PG-13,2.00E+08,554325744.4,Winter
Moana (2016),3875,PG,NA,259109938.3,Fall
Fantastic Beasts and Where To Find Them (2016),4144,PG-13,1.80E+08,243777867.1,Fall
Doctor Strange (2016),3882,PG-13,1.65E+08,242324127.1,Fall
Boo! A Madea Halloween (2016),2299,PG-13,2.00E+07,76253080.97,Fall
The Accountant (2016),3402,R,4.40E+07,89850058.43,Fall
The Girl on the Train (2016) (2016),3241,R,4.50E+07,78532863.05,Fall
Miss Peregrine's Home for Peculiar Children (2016),3835,PG-13,1.10E+08,90873749.63,Fall
The Magnificent Seven (2016) (2016),3696,PG-13,9.00E+07,97321181.68,Fall
Sully (2016),3955,PG-13,6.00E+07,130275259.8,Fall
Don't Breathe (2016),3384,R,9900000,92930988.87,Summer
Suicide Squad (2016),4255,PG-13,1.75E+08,338630229.7,Summer
Jason Bourne (2016),4039,PG-13,1.20E+08,169194686,Summer
Star Trek Beyond (2016),3928,PG-13,1.85E+08,165459369.2,Summer
The Secret Life of Pets (2016),4381,PG,7.50E+07,383715932.2,Summer
Finding Dory (2016),4305,PG,NA,506534451.4,Summer
The Conjuring 2 (2016),3356,R,4.00E+07,106734655.7,Summer
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),4071,PG-13,1.35E+08,85466465.32,Summer
X-Men: Apocalypse (2016),4153,PG-13,1.78E+08,161911771.8,Spring
The Angry Birds Movie (2016),3932,PG,7.30E+07,111983744.2,Spring
Captain America: Civil War (2016),4226,PG-13,2.50E+08,425068206.3,Spring
The Jungle Book (2016) (2016),4144,PG,1.75E+08,379150302.7,Spring
The Boss (2016),3495,R,2.90E+07,65919748.42,Spring
Batman v Superman: Dawn of Justice (2016),4256,PG-13,2.50E+08,344109288.8,Spring
Zootopia (2016),3959,PG,NA,355471319.6,Spring
Deadpool (2016),3856,R,5.80E+07,378181166.3,Winter
Kung Fu Panda 3 (2016),3987,PG,1.45E+08,149502064.4,Winter
The Revenant (2015),NA,R,1.35E+08,196272529.6,Winter
Ride Along 2 (2016),3192,PG-13,4.00E+07,95018345.47,Winter
Jumanji: Welcome to the Jungle (2017),3849,PG-13,9.00E+07,406368940.6,Winter
Star Wars: The Last Jedi (2017),4232,PG-13,3.17E+08,622946962.3,Winter
Coco (2017),3987,PG,NA,210661248.1,Fall
Justice League (2017),4051,PG-13,NA,230045585.1,Fall
Thor: Ragnarok (2017),4080,PG-13,1.80E+08,316463231.2,Fall
Jigsaw (2017),2941,R,1.00E+07,38222521.33,Fall
Tyler Perry's Boo 2! A Madea Halloween (2017),2388,PG-13,2.50E+07,47530584.58,Fall
Happy Death Day (2017),3535,PG-13,4800000,55932156.46,Fall
Blade Runner 2049 (2017),4058,R,1.50E+08,92464656.92,Fall
American Made (2017),3098,R,5.00E+07,51570949.83,Fall
Kingsman: The Golden Circle (2017),4038,R,1.04E+08,100681816.1,Fall
It (2017),4148,R,3.50E+07,328942090.2,Fall
The Hitman's Bodyguard (2017),3377,R,3.00E+07,75805120.72,Summer
Annabelle: Creation (2017),3565,R,1.50E+07,102547461.7,Summer
The Dark Tower (2017),3451,PG-13,6.00E+07,50927417.87,Summer
Dunkirk (2017),4014,PG-13,1.00E+08,190586777.2,Summer
War for the Planet of the Apes (2017),4100,PG-13,1.50E+08,147535146,Summer
Spider-Man: Homecoming (2017),4348,PG-13,1.75E+08,335691446.1,Summer
Despicable Me 3 (2017),4535,PG,8.00E+07,265804341.5,Summer
Transformers: The Last Knight (2017),4132,PG-13,2.17E+08,130749145.4,Summer
Cars 3 (2017),4256,G,NA,153582948.3,Summer
Wonder Woman (2017),4165,PG-13,1.49E+08,414403155.6,Summer
Pirates of the Caribbean: Dead Men Tell No Tales (2017),4276,PG-13,2.30E+08,173328369.3,Spring
Alien: Covenant (2017),3772,R,9.70E+07,74593188.33,Spring
Guardians of the Galaxy Vol. 2 (2017),4347,PG-13,2.00E+08,391551398,Spring
The Fate of the Furious (2017),4329,PG-13,2.50E+08,227016226.2,Spring
The Boss Baby (2017),3829,PG,NA,175783425.6,Spring
Beauty and the Beast (2017) (2017),4210,PG,1.60E+08,506261719.8,Spring
Kong: Skull Island (2017),3846,PG-13,1.85E+08,168802211.4,Spring
Logan (2017) (2017),4071,R,9.70E+07,227286107.3,Spring
Get Out (2017),3143,R,4500000,176825684.7,Winter
The LEGO Batman Movie (2017),4088,PG,8.00E+07,176534109.2,Winter
Fifty Shades Darker (2017),3714,R,5.50E+07,115092203.2,Winter
Split (2017),3373,PG-13,9.00E+06,138908048.9,Winter
Hidden Figures (2016),NA,PG,2.50E+07,176666087.4,Winter
Aquaman (2018),4184,PG-13,NA,331383850.8,Winter
Spider-Man: Into The Spider-Verse (2018),3813,PG,9.00E+07,188153041,Winter
Ralph Breaks the Internet (2018),4017,PG,1.75E+08,198884337.7,Fall
Fantastic Beasts: The Crimes of Grindelwald (2018),4163,PG-13,2.00E+08,157804464.1,Fall
Dr. Seuss' The Grinch (2018) (2018),4141,PG,7.50E+07,267650357.8,Fall
Bohemian Rhapsody (2018),4000,PG-13,5.20E+07,214052322.5,Fall
Halloween (2018) (2018),3990,R,1.00E+07,157592925.9,Fall
Venom (2018) (2018),4250,PG-13,1.00E+08,211171757.3,Fall
Night School (2018) (2018),3019,PG-13,2.90E+07,76490182.36,Fall
The House With A Clock In Its Walls (2018),3592,PG,4.20E+07,67797228.53,Fall
The Predator (2018) (2018),4070,R,8.80E+07,50464612.41,Fall
The Nun (2018),3876,R,2.20E+07,116160875.1,Fall
Crazy Rich Asians (2018),3865,PG-13,3.00E+07,172617082.1,Summer
The Meg (2018),4118,PG-13,1.30E+08,143847213.5,Summer
Mamma Mia! Here We Go Again (2018),3514,PG-13,7.50E+07,119310731.5,Summer
Hotel Transylvania 3: Summer Vacation (2018),4267,PG,8.00E+07,165671267.2,Summer
Ant-Man and the Wasp (2018),4206,PG-13,NA,214270598,Summer
Jurassic World: Fallen Kingdom (2018),4485,PG-13,1.70E+08,413134471.7,Summer
Incredibles 2 (2018),4410,PG,NA,601901373.6,Summer
Ocean's 8 (2018),4145,PG-13,7.00E+07,138679537.4,Summer
Solo: A Star Wars Story (2018),4381,PG-13,2.75E+08,211420997,Spring
Deadpool 2 (2018),4349,R,1.10E+08,321028708.3,Spring
Avengers: Infinity War (2018),4474,PG-13,NA,671364159.5,Spring
A Quiet Place (2018),3808,PG-13,1.70E+07,185960427.3,Spring
Rampage (2018) (2018),4115,PG-13,1.20E+08,99919251.3,Spring
Ready Player One (2018),4234,PG-13,1.75E+08,136178754.1,Spring
Pacific Rim Uprising (2018),3708,PG-13,1.50E+08,59217285.43,Spring
Black Panther (2018),4084,PG-13,NA,692375048.3,Winter
Fifty Shades Freed (2018),3768,R,5.50E+07,99305589.2,Winter
Maze Runner: The Death Cure (2018),3793,PG-13,6.20E+07,57395423.87,Winter
The Curse of La Llorona  (2019),3372,R,9.00E+06,53350225,Spring
Shazam! (2019),4306,PG-13,1.00E+08,138235556,Spring
Dumbo (2019) (2019),4259,PG,1.70E+08,111655413,Spring
Us (2019),3743,R,2.00E+07,174748645,Spring
Captain Marvel  (2019),4310,PG-13,NA,425422352,Spring
How to Train Your Dragon: The Hidden World (2019),4286,PG,1.29E+08,160406630,Winter
Alita: Battle Angel (2019),3802,PG-13,1.70E+08,85710210,Winter
The LEGO Movie 2: The Second Part (2019),4303,PG,NA,105806508,Winter
Glass (2019),3844,PG-13,2.00E+07,111035005,Winter
The Upside (2019),3568,PG-13,37500000,108252517,Winter
